Travel Modes,Trip Characteristics,Region,Year,Average Trip Per Day,Average Trip Per Year
Bike,Trip in February,Gelderland (PV),2019,0.69,19.0
Bike,Trip in February,Gelderland (PV),2020,0.61,18.0
Bike,Trip in February,Gelderland (PV),2021,0.31,9.0
Bike,Trip in February,Utrecht (PV),2018,0.66,18.0
Bike,Trip in February,Utrecht (PV),2019,0.77,21.0
Bike,Trip in February,Utrecht (PV),2020,0.65,19.0
Bike,Trip in February,Utrecht (PV),2021,0.36,10.0
Bike,Trip in February,Noord-Holland (PV),2018,0.7,20.0
Bike,Trip in February,Noord-Holland (PV),2019,0.6,17.0
Bike,Trip in February,Noord-Holland (PV),2020,0.61,18.0
Bike,Trip in February,Noord-Holland (PV),2021,0.28,8.0
Bike,Trip in February,Zuid-Holland (PV),2018,0.63,18.0
Bike,Trip in February,Zuid-Holland (PV),2019,0.56,16.0
Bike,Trip in February,Zuid-Holland (PV),2020,0.47,14.0
Bike,Trip in February,Zuid-Holland (PV),2021,0.28,8.0
Bike,Trip in February,Zeeland (PV),2018,,
Bike,Trip in February,Zeeland (PV),2019,,
Bike,Trip in February,Zeeland (PV),2020,,
Bike,Trip in February,Zeeland (PV),2021,,
Bike,Trip in February,Noord-Brabant (PV),2018,0.58,16.0
Bike,Trip in February,Noord-Brabant (PV),2019,0.61,17.0
Bike,Trip in February,Noord-Brabant (PV),2020,0.46,13.0
Bike,Trip in February,Noord-Brabant (PV),2021,0.29,8.0
Bike,Trip in February,Limburg (PV),2018,0.4,11.0
Bike,Trip in February,Limburg (PV),2019,0.39,11.0
Bike,Trip in February,Limburg (PV),2020,,
Bike,Trip in February,Limburg (PV),2021,,
Bike,Trip in February,The Netherlands,2018,0.78,22.0
Bike,Trip in February,The Netherlands,2019,0.81,23.0
Bike,Trip in February,The Netherlands,2020,0.67,19.0
Bike,Trip in February,The Netherlands,2021,0.38,11.0
Bike,Trip in February,Noord-Nederland (LD),2018,0.77,21.0
Bike,Trip in February,Noord-Nederland (LD),2019,1.09,31.0
Bike,Trip in February,Noord-Nederland (LD),2020,0.84,24.0
Bike,Trip in February,Noord-Nederland (LD),2021,0.44,12.0
Bike,Trip in February,Oost-Nederland (LD),2018,0.88,25.0
Bike,Trip in February,Oost-Nederland (LD),2019,0.95,26.0
Bike,Trip in February,Oost-Nederland (LD),2020,0.8,23.0
Bike,Trip in February,Oost-Nederland (LD),2021,0.46,13.0
Bike,Trip in February,West-Nederland (LD),2018,0.84,23.0
Bike,Trip in February,West-Nederland (LD),2019,0.79,22.0
Bike,Trip in February,West-Nederland (LD),2020,0.69,20.0
Bike,Trip in February,West-Nederland (LD),2021,0.38,11.0
Bike,Trip in February,Zuid-Nederland (LD),2018,0.76,21.0
Bike,Trip in February,Zuid-Nederland (LD),2019,0.78,22.0
Bike,Trip in February,Zuid-Nederland (LD),2020,0.59,17.0
Bike,Trip in February,Zuid-Nederland (LD),2021,0.39,11.0
Bike,Trip in February,Groningen (PV),2018,,
Bike,Trip in February,Groningen (PV),2019,1.2,34.0
Bike,Trip in February,Groningen (PV),2020,,
Bike,Trip in February,Groningen (PV),2021,,
Bike,Trip in February,Fryslân (PV),2018,0.85,24.0
Bike,Trip in February,Fryslân (PV),2019,,
Bike,Trip in February,Fryslân (PV),2020,,
Bike,Trip in February,Fryslân (PV),2021,,
Bike,Trip in February,Drenthe (PV),2018,,
Bike,Trip in February,Drenthe (PV),2019,,
Bike,Trip in February,Drenthe (PV),2020,,
Bike,Trip in February,Drenthe (PV),2021,,
Bike,Trip in February,Overijssel (PV),2018,1.12,31.0
Bike,Trip in February,Overijssel (PV),2019,1.08,30.0
Bike,Trip in February,Overijssel (PV),2020,0.85,25.0
Bike,Trip in February,Overijssel (PV),2021,0.62,17.0
Bike,Trip in February,Flevoland (PV),2018,,
Bike,Trip in February,Flevoland (PV),2019,,
Bike,Trip in February,Flevoland (PV),2020,,
Bike,Trip in February,Flevoland (PV),2021,,
Bike,Trip in February,Gelderland (PV),2018,0.9,25.0
Bike,Trip in February,Gelderland (PV),2019,0.99,28.0
Bike,Trip in February,Gelderland (PV),2020,0.89,26.0
Bike,Trip in February,Gelderland (PV),2021,0.48,13.0
Bike,Trip in February,Utrecht (PV),2018,0.99,28.0
Bike,Trip in February,Utrecht (PV),2019,1.12,31.0
Bike,Trip in February,Utrecht (PV),2020,0.89,26.0
Bike,Trip in February,Utrecht (PV),2021,0.51,14.0
Bike,Trip in February,Noord-Holland (PV),2018,0.94,26.0
Bike,Trip in February,Noord-Holland (PV),2019,0.83,23.0
Bike,Trip in February,Noord-Holland (PV),2020,0.81,24.0
Bike,Trip in February,Noord-Holland (PV),2021,0.38,11.0
Bike,Trip in February,Zuid-Holland (PV),2018,0.83,23.0
Bike,Trip in February,Zuid-Holland (PV),2019,0.73,21.0
Bike,Trip in February,Zuid-Holland (PV),2020,0.62,18.0
Bike,Trip in February,Zuid-Holland (PV),2021,0.38,11.0
Bike,Trip in February,Zeeland (PV),2018,,
Bike,Trip in February,Zeeland (PV),2019,,
Bike,Trip in February,Zeeland (PV),2020,,
Bike,Trip in February,Zeeland (PV),2021,,
Bike,Trip in February,Noord-Brabant (PV),2018,0.81,23.0
Bike,Trip in February,Noord-Brabant (PV),2019,0.85,24.0
Bike,Trip in February,Noord-Brabant (PV),2020,0.67,19.0
Bike,Trip in February,Noord-Brabant (PV),2021,0.44,12.0
Bike,Trip in February,Limburg (PV),2018,0.75,21.0
Bike,Trip in February,Limburg (PV),2019,0.75,21.0
Bike,Trip in February,Limburg (PV),2020,,
Bike,Trip in February,Limburg (PV),2021,,
Bike,Trip in March,The Netherlands,2018,0.75,23.0
Bike,Trip in March,The Netherlands,2019,0.72,22.0
Bike,Trip in March,The Netherlands,2020,0.52,16.0
Bike,Trip in March,The Netherlands,2021,0.58,18.0
Bike,Trip in March,Noord-Nederland (LD),2018,0.76,24.0
Bike,Trip in March,Noord-Nederland (LD),2019,0.82,26.0
Bike,Trip in March,Noord-Nederland (LD),2020,0.51,16.0
Bike,Trip in March,Noord-Nederland (LD),2021,0.57,18.0
Bike,Trip in March,Oost-Nederland (LD),2018,0.83,26.0
Bike,Trip in March,Oost-Nederland (LD),2019,0.79,25.0
Bike,Trip in March,Oost-Nederland (LD),2020,0.6,19.0
Bike,Trip in March,Oost-Nederland (LD),2021,0.63,20.0
Bike,Trip in March,West-Nederland (LD),2018,0.76,24.0
Bike,Trip in March,West-Nederland (LD),2019,0.71,22.0
Bike,Trip in March,West-Nederland (LD),2020,0.53,17.0
Bike,Trip in March,West-Nederland (LD),2021,0.57,18.0
Bike,Trip in March,Zuid-Nederland (LD),2018,0.64,20.0
Bike,Trip in March,Zuid-Nederland (LD),2019,0.61,19.0
Bike,Trip in March,Zuid-Nederland (LD),2020,0.42,13.0
Bike,Trip in March,Zuid-Nederland (LD),2021,0.56,17.0
Bike,Trip in March,Groningen (PV),2018,0.81,25.0
Bike,Trip in March,Groningen (PV),2019,0.98,30.0
Bike,Trip in March,Groningen (PV),2020,,
Bike,Trip in March,Groningen (PV),2021,0.53,17.0
Bike,Trip in March,Fryslân (PV),2018,,
Bike,Trip in March,Fryslân (PV),2019,,
Bike,Trip in March,Fryslân (PV),2020,,
Bike,Trip in March,Fryslân (PV),2021,0.56,17.0
Bike,Trip in March,Drenthe (PV),2018,,
Bike,Trip in March,Drenthe (PV),2019,,
Bike,Trip in March,Drenthe (PV),2020,,
Bike,Trip in March,Drenthe (PV),2021,,
Bike,Trip in March,Overijssel (PV),2018,0.9,28.0
Bike,Trip in March,Overijssel (PV),2019,0.94,29.0
Bike,Trip in March,Overijssel (PV),2020,0.62,19.0
Bike,Trip in March,Overijssel (PV),2021,0.74,23.0
Bike,Trip in March,Flevoland (PV),2018,,
Bike,Trip in March,Flevoland (PV),2019,,
Bike,Trip in March,Flevoland (PV),2020,,
Bike,Trip in March,Flevoland (PV),2021,,
Bike,Trip in March,Gelderland (PV),2018,0.84,26.0
Bike,Trip in March,Gelderland (PV),2019,0.76,24.0
Bike,Trip in March,Gelderland (PV),2020,0.61,19.0
Bike,Trip in March,Gelderland (PV),2021,0.58,18.0
Bike,Trip in March,Utrecht (PV),2018,0.81,25.0
Bike,Trip in March,Utrecht (PV),2019,0.84,26.0
Bike,Trip in March,Utrecht (PV),2020,0.63,20.0
Bike,Trip in March,Utrecht (PV),2021,0.74,23.0
Bike,Trip in March,Noord-Holland (PV),2018,0.82,26.0
Bike,Trip in March,Noord-Holland (PV),2019,0.74,23.0
Bike,Trip in March,Noord-Holland (PV),2020,0.45,14.0
Bike,Trip in March,Noord-Holland (PV),2021,0.61,19.0
Bike,Trip in March,Zuid-Holland (PV),2018,0.7,22.0
Bike,Trip in March,Zuid-Holland (PV),2019,0.64,20.0
Bike,Trip in March,Zuid-Holland (PV),2020,0.57,18.0
Bike,Trip in March,Zuid-Holland (PV),2021,0.47,15.0
Bike,Trip in March,Zeeland (PV),2018,,
Bike,Trip in March,Zeeland (PV),2019,,
Bike,Trip in March,Zeeland (PV),2020,,
Bike,Trip in March,Zeeland (PV),2021,,
Bike,Trip in March,Noord-Brabant (PV),2018,0.65,20.0
Bike,Trip in March,Noord-Brabant (PV),2019,0.66,20.0
Bike,Trip in March,Noord-Brabant (PV),2020,0.45,14.0
Bike,Trip in March,Noord-Brabant (PV),2021,0.61,19.0
Bike,Trip in March,Limburg (PV),2018,0.63,20.0
Bike,Trip in March,Limburg (PV),2019,0.49,15.0
Bike,Trip in March,Limburg (PV),2020,,
Bike,Trip in March,Limburg (PV),2021,0.44,14.0
Bike,Trip in March,The Netherlands,2018,0.71,22.0
Bike,Trip in March,The Netherlands,2019,0.67,21.0
Bike,Trip in March,The Netherlands,2020,0.49,15.0
Bike,Trip in March,The Netherlands,2021,0.55,17.0
Bike,Trip in March,Noord-Nederland (LD),2018,0.63,19.0
Bike,Trip in March,Noord-Nederland (LD),2019,0.66,21.0
Bike,Trip in March,Noord-Nederland (LD),2020,0.4,12.0
Bike,Trip in March,Noord-Nederland (LD),2021,0.47,15.0
Bike,Trip in March,Oost-Nederland (LD),2018,0.72,22.0
Bike,Trip in March,Oost-Nederland (LD),2019,0.69,21.0
Bike,Trip in March,Oost-Nederland (LD),2020,0.52,16.0
Bike,Trip in March,Oost-Nederland (LD),2021,0.56,17.0
Bike,Trip in March,West-Nederland (LD),2018,0.7,22.0
Bike,Trip in March,West-Nederland (LD),2019,0.65,20.0
Bike,Trip in March,West-Nederland (LD),2020,0.49,15.0
Bike,Trip in March,West-Nederland (LD),2021,0.53,17.0
Bike,Trip in March,Zuid-Nederland (LD),2018,0.56,17.0
Bike,Trip in March,Zuid-Nederland (LD),2019,0.52,16.0
Bike,Trip in March,Zuid-Nederland (LD),2020,0.35,11.0
Bike,Trip in March,Zuid-Nederland (LD),2021,0.49,15.0
Bike,Trip in March,Groningen (PV),2018,0.58,18.0
Bike,Trip in March,Groningen (PV),2019,0.71,22.0
Bike,Trip in March,Groningen (PV),2020,,
Bike,Trip in March,Groningen (PV),2021,0.39,12.0
Bike,Trip in March,Fryslân (PV),2018,,
Bike,Trip in March,Fryslân (PV),2019,,
Bike,Trip in March,Fryslân (PV),2020,,
Bike,Trip in March,Fryslân (PV),2021,0.4,12.0
Bike,Trip in March,Drenthe (PV),2018,,
Bike,Trip in March,Drenthe (PV),2019,,
Bike,Trip in March,Drenthe (PV),2020,,
Bike,Trip in March,Drenthe (PV),2021,,
Bike,Trip in March,Overijssel (PV),2018,0.71,22.0
Bike,Trip in March,Overijssel (PV),2019,0.75,23.0
Bike,Trip in March,Overijssel (PV),2020,0.47,15.0
Bike,Trip in March,Overijssel (PV),2021,0.6,19.0
Bike,Trip in March,Flevoland (PV),2018,,
Bike,Trip in March,Flevoland (PV),2019,,
Bike,Trip in March,Flevoland (PV),2020,,
Bike,Trip in March,Flevoland (PV),2021,,
Bike,Trip in March,Gelderland (PV),2018,0.7,22.0
Bike,Trip in March,Gelderland (PV),2019,0.63,20.0
Bike,Trip in March,Gelderland (PV),2020,0.5,15.0
Bike,Trip in March,Gelderland (PV),2021,0.48,15.0
Bike,Trip in March,Utrecht (PV),2018,0.65,20.0
Bike,Trip in March,Utrecht (PV),2019,0.68,21.0
Bike,Trip in March,Utrecht (PV),2020,0.53,16.0
Bike,Trip in March,Utrecht (PV),2021,0.65,20.0
Bike,Trip in March,Noord-Holland (PV),2018,0.71,22.0
Bike,Trip in March,Noord-Holland (PV),2019,0.63,20.0
Bike,Trip in March,Noord-Holland (PV),2020,0.37,11.0
Bike,Trip in March,Noord-Holland (PV),2021,0.53,16.0
Bike,Trip in March,Zuid-Holland (PV),2018,0.61,19.0
Bike,Trip in March,Zuid-Holland (PV),2019,0.55,17.0
Bike,Trip in March,Zuid-Holland (PV),2020,0.5,15.0
Bike,Trip in March,Zuid-Holland (PV),2021,0.41,13.0
Bike,Trip in March,Zeeland (PV),2018,,
Bike,Trip in March,Zeeland (PV),2019,,
Bike,Trip in March,Zeeland (PV),2020,,
Bike,Trip in March,Zeeland (PV),2021,,
Bike,Trip in March,Noord-Brabant (PV),2018,0.54,17.0
Bike,Trip in March,Noord-Brabant (PV),2019,0.55,17.0
Bike,Trip in March,Noord-Brabant (PV),2020,0.37,11.0
Bike,Trip in March,Noord-Brabant (PV),2021,0.52,16.0
Bike,Trip in March,Limburg (PV),2018,0.48,15.0
Bike,Trip in March,Limburg (PV),2019,0.34,11.0
Bike,Trip in March,Limburg (PV),2020,,
Bike,Trip in March,Limburg (PV),2021,0.33,10.0
Bike,Trip in March,The Netherlands,2018,0.79,25.0
Bike,Trip in March,The Netherlands,2019,0.76,24.0
Bike,Trip in March,The Netherlands,2020,0.56,17.0
Bike,Trip in March,The Netherlands,2021,0.61,19.0
Bike,Trip in March,Noord-Nederland (LD),2018,0.9,28.0
Bike,Trip in March,Noord-Nederland (LD),2019,0.98,31.0
Bike,Trip in March,Noord-Nederland (LD),2020,0.63,19.0
Bike,Trip in March,Noord-Nederland (LD),2021,0.66,21.0
Bike,Trip in March,Oost-Nederland (LD),2018,0.93,29.0
Bike,Trip in March,Oost-Nederland (LD),2019,0.89,28.0
Bike,Trip in March,Oost-Nederland (LD),2020,0.68,21.0
Bike,Trip in March,Oost-Nederland (LD),2021,0.7,22.0
Bike,Trip in March,West-Nederland (LD),2018,0.83,26.0
Bike,Trip in March,West-Nederland (LD),2019,0.77,24.0
Bike,Trip in March,West-Nederland (LD),2020,0.58,18.0
Bike,Trip in March,West-Nederland (LD),2021,0.62,19.0
Bike,Trip in March,Zuid-Nederland (LD),2018,0.73,22.0
Bike,Trip in March,Zuid-Nederland (LD),2019,0.69,22.0
Bike,Trip in March,Zuid-Nederland (LD),2020,0.49,15.0
Bike,Trip in March,Zuid-Nederland (LD),2021,0.63,19.0
Bike,Trip in March,Groningen (PV),2018,1.03,32.0
Bike,Trip in March,Groningen (PV),2019,1.25,39.0
Bike,Trip in March,Groningen (PV),2020,,
Bike,Trip in March,Groningen (PV),2021,0.68,21.0
Bike,Trip in March,Fryslân (PV),2018,,
Bike,Trip in March,Fryslân (PV),2019,,
Bike,Trip in March,Fryslân (PV),2020,,
Bike,Trip in March,Fryslân (PV),2021,0.72,22.0
Bike,Trip in March,Drenthe (PV),2018,,
Bike,Trip in March,Drenthe (PV),2019,,
Bike,Trip in March,Drenthe (PV),2020,,
Bike,Trip in March,Drenthe (PV),2021,,
Bike,Trip in March,Overijssel (PV),2018,1.09,34.0
Bike,Trip in March,Overijssel (PV),2019,1.12,35.0
Bike,Trip in March,Overijssel (PV),2020,0.77,24.0
Bike,Trip in March,Overijssel (PV),2021,0.87,27.0
Bike,Trip in March,Flevoland (PV),2018,,
Bike,Trip in March,Flevoland (PV),2019,,
Bike,Trip in March,Flevoland (PV),2020,,
Bike,Trip in March,Flevoland (PV),2021,,
Bike,Trip in March,Gelderland (PV),2018,0.99,31.0
Bike,Trip in March,Gelderland (PV),2019,0.9,28.0
Bike,Trip in March,Gelderland (PV),2020,0.71,22.0
Bike,Trip in March,Gelderland (PV),2021,0.68,21.0
Bike,Trip in March,Utrecht (PV),2018,0.98,30.0
Bike,Trip in March,Utrecht (PV),2019,1.0,31.0
Bike,Trip in March,Utrecht (PV),2020,0.74,23.0
Bike,Trip in March,Utrecht (PV),2021,0.83,26.0
Bike,Trip in March,Noord-Holland (PV),2018,0.94,29.0
Bike,Trip in March,Noord-Holland (PV),2019,0.85,26.0
Bike,Trip in March,Noord-Holland (PV),2020,0.52,16.0
Bike,Trip in March,Noord-Holland (PV),2021,0.69,21.0
Bike,Trip in March,Zuid-Holland (PV),2018,0.8,25.0
Bike,Trip in March,Zuid-Holland (PV),2019,0.72,22.0
Bike,Trip in March,Zuid-Holland (PV),2020,0.65,20.0
Bike,Trip in March,Zuid-Holland (PV),2021,0.52,16.0
Bike,Trip in March,Zeeland (PV),2018,,
Bike,Trip in March,Zeeland (PV),2019,,
Bike,Trip in March,Zeeland (PV),2020,,
Bike,Trip in March,Zeeland (PV),2021,,
Bike,Trip in March,Noord-Brabant (PV),2018,0.75,23.0
Bike,Trip in March,Noord-Brabant (PV),2019,0.77,24.0
Bike,Trip in March,Noord-Brabant (PV),2020,0.53,16.0
Bike,Trip in March,Noord-Brabant (PV),2021,0.7,22.0
Bike,Trip in March,Limburg (PV),2018,0.78,24.0
Bike,Trip in March,Limburg (PV),2019,0.64,20.0
Bike,Trip in March,Limburg (PV),2020,,
Bike,Trip in March,Limburg (PV),2021,0.55,17.0
Bike,Trip in April,The Netherlands,2018,0.82,24.0
Bike,Trip in April,The Netherlands,2019,0.83,25.0
Bike,Trip in April,The Netherlands,2020,0.39,12.0
Bike,Trip in April,The Netherlands,2021,0.63,19.0
Bike,Trip in April,Noord-Nederland (LD),2018,0.84,25.0
Bike,Trip in April,Noord-Nederland (LD),2019,1.0,30.0
Bike,Trip in April,Noord-Nederland (LD),2020,0.4,12.0
Bike,Trip in April,Noord-Nederland (LD),2021,0.57,17.0
Bike,Trip in April,Oost-Nederland (LD),2018,0.92,28.0
Bike,Trip in April,Oost-Nederland (LD),2019,0.88,26.0
Bike,Trip in April,Oost-Nederland (LD),2020,0.39,12.0
Bike,Trip in April,Oost-Nederland (LD),2021,0.66,20.0
Bike,Trip in April,West-Nederland (LD),2018,0.81,24.0
Bike,Trip in April,West-Nederland (LD),2019,0.8,24.0
Bike,Trip in April,West-Nederland (LD),2020,0.41,12.0
Bike,Trip in April,West-Nederland (LD),2021,0.66,20.0
Bike,Trip in April,Zuid-Nederland (LD),2018,0.71,21.0
Bike,Trip in April,Zuid-Nederland (LD),2019,0.75,22.0
Bike,Trip in April,Zuid-Nederland (LD),2020,0.34,10.0
Bike,Trip in April,Zuid-Nederland (LD),2021,0.56,17.0
Bike,Trip in April,Groningen (PV),2018,0.84,25.0
Bike,Trip in April,Groningen (PV),2019,,
Bike,Trip in April,Groningen (PV),2020,,
Bike,Trip in April,Groningen (PV),2021,,
Bike,Trip in April,Fryslân (PV),2018,0.86,26.0
Bike,Trip in April,Fryslân (PV),2019,,
Bike,Trip in April,Fryslân (PV),2020,,
Bike,Trip in April,Fryslân (PV),2021,,
Bike,Trip in April,Drenthe (PV),2018,,
Bike,Trip in April,Drenthe (PV),2019,,
Bike,Trip in April,Drenthe (PV),2020,,
Bike,Trip in April,Drenthe (PV),2021,,
Bike,Trip in April,Overijssel (PV),2018,1.04,31.0
Bike,Trip in April,Overijssel (PV),2019,0.89,27.0
Bike,Trip in April,Overijssel (PV),2020,0.4,12.0
Bike,Trip in April,Overijssel (PV),2021,0.85,25.0
Bike,Trip in April,Flevoland (PV),2018,0.63,19.0
Bike,Trip in April,Flevoland (PV),2019,,
Bike,Trip in April,Flevoland (PV),2020,,
Bike,Trip in April,Flevoland (PV),2021,,
Bike,Trip in April,Gelderland (PV),2018,0.92,28.0
Bike,Trip in April,Gelderland (PV),2019,0.9,27.0
Bike,Trip in April,Gelderland (PV),2020,0.41,12.0
Bike,Trip in April,Gelderland (PV),2021,0.61,18.0
Bike,Trip in April,Utrecht (PV),2018,1.09,33.0
Bike,Trip in April,Utrecht (PV),2019,1.07,32.0
Bike,Trip in April,Utrecht (PV),2020,0.49,15.0
Bike,Trip in April,Utrecht (PV),2021,0.66,20.0
Bike,Trip in April,Noord-Holland (PV),2018,0.83,25.0
Bike,Trip in April,Noord-Holland (PV),2019,0.82,25.0
Bike,Trip in April,Noord-Holland (PV),2020,0.44,13.0
Bike,Trip in April,Noord-Holland (PV),2021,0.74,22.0
Bike,Trip in April,Zuid-Holland (PV),2018,0.72,22.0
Bike,Trip in April,Zuid-Holland (PV),2019,0.69,21.0
Bike,Trip in April,Zuid-Holland (PV),2020,0.36,11.0
Bike,Trip in April,Zuid-Holland (PV),2021,0.6,18.0
Bike,Trip in April,Zeeland (PV),2018,,
Bike,Trip in April,Zeeland (PV),2019,,
Bike,Trip in April,Zeeland (PV),2020,,
Bike,Trip in April,Zeeland (PV),2021,,
Bike,Trip in April,Noord-Brabant (PV),2018,0.74,22.0
Bike,Trip in April,Noord-Brabant (PV),2019,0.78,24.0
Bike,Trip in April,Noord-Brabant (PV),2020,0.38,11.0
Bike,Trip in April,Noord-Brabant (PV),2021,0.63,19.0
Bike,Trip in April,Limburg (PV),2018,0.64,19.0
Bike,Trip in April,Limburg (PV),2019,0.67,20.0
Bike,Trip in April,Limburg (PV),2020,,
Bike,Trip in April,Limburg (PV),2021,,
Bike,Trip in April,The Netherlands,2018,0.77,23.0
Bike,Trip in April,The Netherlands,2019,0.78,23.0
Bike,Trip in April,The Netherlands,2020,0.36,11.0
Bike,Trip in April,The Netherlands,2021,0.59,18.0
Bike,Trip in April,Noord-Nederland (LD),2018,0.69,21.0
Bike,Trip in April,Noord-Nederland (LD),2019,0.81,24.0
Bike,Trip in April,Noord-Nederland (LD),2020,0.31,9.0
Bike,Trip in April,Noord-Nederland (LD),2021,0.46,14.0
Bike,Trip in April,Oost-Nederland (LD),2018,0.82,25.0
Bike,Trip in April,Oost-Nederland (LD),2019,0.76,23.0
Bike,Trip in April,Oost-Nederland (LD),2020,0.33,10.0
Bike,Trip in April,Oost-Nederland (LD),2021,0.58,17.0
Bike,Trip in April,West-Nederland (LD),2018,0.74,22.0
Bike,Trip in April,West-Nederland (LD),2019,0.73,22.0
Bike,Trip in April,West-Nederland (LD),2020,0.37,11.0
Bike,Trip in April,West-Nederland (LD),2021,0.61,18.0
Bike,Trip in April,Zuid-Nederland (LD),2018,0.61,18.0
Bike,Trip in April,Zuid-Nederland (LD),2019,0.64,19.0
Bike,Trip in April,Zuid-Nederland (LD),2020,0.28,9.0
Bike,Trip in April,Zuid-Nederland (LD),2021,0.49,15.0
Bike,Trip in April,Groningen (PV),2018,0.57,17.0
Bike,Trip in April,Groningen (PV),2019,,
Bike,Trip in April,Groningen (PV),2020,,
Bike,Trip in April,Groningen (PV),2021,,
Bike,Trip in April,Fryslân (PV),2018,0.62,18.0
Bike,Trip in April,Fryslân (PV),2019,,
Bike,Trip in April,Fryslân (PV),2020,,
Bike,Trip in April,Fryslân (PV),2021,,
Bike,Trip in April,Drenthe (PV),2018,,
Bike,Trip in April,Drenthe (PV),2019,,
Bike,Trip in April,Drenthe (PV),2020,,
Bike,Trip in April,Drenthe (PV),2021,,
Bike,Trip in April,Overijssel (PV),2018,0.83,25.0
Bike,Trip in April,Overijssel (PV),2019,0.69,21.0
Bike,Trip in April,Overijssel (PV),2020,0.28,8.0
Bike,Trip in April,Overijssel (PV),2021,0.67,20.0
Bike,Trip in April,Flevoland (PV),2018,0.42,13.0
Bike,Trip in April,Flevoland (PV),2019,,
Bike,Trip in April,Flevoland (PV),2020,,
Bike,Trip in April,Flevoland (PV),2021,,
Bike,Trip in April,Gelderland (PV),2018,0.78,24.0
Bike,Trip in April,Gelderland (PV),2019,0.73,22.0
Bike,Trip in April,Gelderland (PV),2020,0.34,10.0
Bike,Trip in April,Gelderland (PV),2021,0.51,15.0
Bike,Trip in April,Utrecht (PV),2018,0.9,27.0
Bike,Trip in April,Utrecht (PV),2019,0.85,25.0
Bike,Trip in April,Utrecht (PV),2020,0.42,13.0
Bike,Trip in April,Utrecht (PV),2021,0.57,17.0
Bike,Trip in April,Noord-Holland (PV),2018,0.72,22.0
Bike,Trip in April,Noord-Holland (PV),2019,0.69,21.0
Bike,Trip in April,Noord-Holland (PV),2020,0.38,11.0
Bike,Trip in April,Noord-Holland (PV),2021,0.64,19.0
Bike,Trip in April,Zuid-Holland (PV),2018,0.62,19.0
Bike,Trip in April,Zuid-Holland (PV),2019,0.6,18.0
Bike,Trip in April,Zuid-Holland (PV),2020,0.31,9.0
Bike,Trip in April,Zuid-Holland (PV),2021,0.54,16.0
Bike,Trip in April,Zeeland (PV),2018,,
Bike,Trip in April,Zeeland (PV),2019,,
Bike,Trip in April,Zeeland (PV),2020,,
Bike,Trip in April,Zeeland (PV),2021,,
Bike,Trip in April,Noord-Brabant (PV),2018,0.62,18.0
Bike,Trip in April,Noord-Brabant (PV),2019,0.65,20.0
Bike,Trip in April,Noord-Brabant (PV),2020,0.31,9.0
Bike,Trip in April,Noord-Brabant (PV),2021,0.54,16.0
Bike,Trip in April,Limburg (PV),2018,0.49,15.0
Bike,Trip in April,Limburg (PV),2019,0.48,14.0
Bike,Trip in April,Limburg (PV),2020,,
Bike,Trip in April,Limburg (PV),2021,,
Bike,Trip in April,The Netherlands,2018,0.86,26.0
Bike,Trip in April,The Netherlands,2019,0.88,26.0
Bike,Trip in April,The Netherlands,2020,0.41,12.0
Bike,Trip in April,The Netherlands,2021,0.66,20.0
Bike,Trip in April,Noord-Nederland (LD),2018,0.99,30.0
Bike,Trip in April,Noord-Nederland (LD),2019,1.19,36.0
Bike,Trip in April,Noord-Nederland (LD),2020,0.48,15.0
Bike,Trip in April,Noord-Nederland (LD),2021,0.67,20.0
Bike,Trip in April,Oost-Nederland (LD),2018,1.03,31.0
Bike,Trip in April,Oost-Nederland (LD),2019,0.99,30.0
Bike,Trip in April,Oost-Nederland (LD),2020,0.45,13.0
